Division;Class;Order;Genus;Species;SFLAG;STAGE;Author;AphiaID;AphiaID_link;Trophy;Geometric_shape;FORMULA;SizeClassNo;Nonvalid_SIZCL;Not_accepted_name;Unit;SizeRange;Length(l1)µm;Length(l2)µm;Width(w)µm;Height(h)µm;Diameter(d1)µm;Diameter(d2)µm;No_of_cells/counting_unit;Calculated_volume_µm3;Comment;Filament_length_of_cell(µm);Calculated_Carbon_pg/counting_unit;Comment_on_Carbon_calculation;Corrections/Additions;Synonyms - NOT IMPORTED, NOT handled by ICES;WORMS Rank
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanocapsa;Aphanocapsa;;;;146562;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146562;AU;sphere;π/6*d^3;12;;;colony;0.8-1.5;;;;;1,2;;20;18;;;4;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanocapsa;Aphanocapsa;;;;146562;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146562;AU;sphere;π/6*d^3;13;;;colony;0.8-1.5;;;;;1,2;;50;45;;;10;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanocapsa;Aphanocapsa;;;;146562;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146562;AU;sphere;π/6*d^3;14;;;colony;0.8-1.5;;;;;1,2;;100;90;;;20;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanocapsa;Aphanocapsa;;;;146562;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146562;AU;sphere;π/6*d^3;15;;;colony;0.8-1.5;;;;;1,2;;200;181;;;39;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece castagnei;;;(Kützing) Rabenhorst 1865;162683;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162683;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 2-4.8x4-8;6;;;;3,9;;1;48;;;8;based on individual cell;Size range changed from  4-8x2-4.8 to  2-4.8x4-8;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece castagnei;;;(Kützing) Rabenhorst 1865;162683;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162683;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony; 2-4.8x4-8;6;;;;3,9;;20;955;;;163;based on individual cell;Size range changed from  4-8x2-4.8 to  2-4.8x4-8;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece castagnei;;;(Kützing) Rabenhorst 1865;162683;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162683;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony; 2-4.8x4-8;6;;;;3,9;;50;2388;;;407;based on individual cell;Size range changed from  4-8x2-4.8 to  2-4.8x4-8;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece castagnei;;;(Kützing) Rabenhorst 1865;162683;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162683;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony; 2-4.8x4-8;6;;;;3,9;;100;4776;;;815;based on individual cell;Size range changed from  4-8x2-4.8 to  2-4.8x4-8;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece castagnei;;;(Kützing) Rabenhorst 1865;162683;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162683;AU;rotational ellipsoid;π/6*d^2*l;5;;;colony; 2-4.8x4-8;6;;;;3,9;;200;9552;;;1630;based on individual cell;Size range changed from  4-8x2-4.8 to 2-4.8x4-8;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece paralleliformis;;;Cronberg  2003;624961;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624961;AU;cylinder;π/4*d^2*h;1;;;cell; 1.5-2x0.8-1;;;;1,8;0,9;;1;1,1;;;0,2;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece paralleliformis;;;Cronberg  2003;624961;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624961;AU;cylinder;π/4*d^2*h;2;;;colony; 1.5-2x0.8-1;;;;1,8;0,9;;20;22,9;;;4,9;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece paralleliformis;;;Cronberg  2003;624961;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624961;AU;cylinder;π/4*d^2*h;3;;;colony; 1.5-2x0.8-1;;;;1,8;0,9;;50;57,2;;;12,3;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece paralleliformis;;;Cronberg  2003;624961;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624961;AU;cylinder;π/4*d^2*h;4;;;colony; 1.5-2x0.8-1;;;;1,8;0,9;;100;114,5;;;24,5;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece paralleliformis;;;Cronberg  2003;624961;http://www.marinespecies.org/aphia.php?p=taxdetails&id=624961;AU;cylinder;π/4*d^2*h;5;;;colony; 1.5-2x0.8-1;;;;1,8;0,9;;200;228,9;;;49;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece stagnina;;;(Sprengel) A. Braun in Rabenhorst 1863;162694;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162694;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell;3-5x3.8-9;6,4;;;;4;;1;54;;;9;based on individual cell;Size range changed from  3.8-9x3-5 to 3-5x3.8-9;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece stagnina;;;(Sprengel) A. Braun in Rabenhorst 1863;162694;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162694;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony;3-5x3.8-9;6,4;;;;4;;20;1072;;;182;based on individual cell;Size range changed from  3.8-9x3-5 to 3-5x3.8-9;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece stagnina;;;(Sprengel) A. Braun in Rabenhorst 1863;162694;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162694;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony;3-5x3.8-9;6,4;;;;4;;50;2679;;;454;based on individual cell;Size range changed from  3.8-9x3-5 to 3-5x3.8-9;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece stagnina;;;(Sprengel) A. Braun in Rabenhorst 1863;162694;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162694;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony;3-5x3.8-9;6,4;;;;4;;100;5359;;;908;based on individual cell;Size range changed from  3.8-9x3-5 to 3-5x3.8-9;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece stagnina;;;(Sprengel) A. Braun in Rabenhorst 1863;162694;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162694;AU;rotational ellipsoid;π/6*d^2*l;5;;;colony;3-5x3.8-9;6,4;;;;4;;200;10718;;;1816;based on individual cell;Size range changed from  3.8-9x3-5 to 3-5x3.8-9;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 1-2;2;;;;1;;1;1;;;0,2;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony; 1-2;2;;;;1;;20;21;;;5;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony; 1-2;2;;;;1;;50;52;;;11;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;4;;;colony; 1-2;2;;;;1;;100;105;;;23;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;5;;;colony; 1-2;2;;;;1;;200;209;;;45;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;6;;;cell; 2-4;3;;;;2;;1;6;;;1,2;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;7;;;colony; 2-4;3;;;;2;;20;126;;;24;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;8;;;colony; 2-4;3;;;;2;;50;314;;;61;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;9;;;colony; 2-4;3;;;;2;;100;628;;;121;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Aphanothece;Aphanothece;;;;146715;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146715;AU;rotational ellipsoid;π/6*d^2*l;10;;;colony; 2-4;3;;;;2;;200;1256;;;243;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;1;;;cell; <2;;;;;1,5;;1;1,8;;;0,4;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;2;;;colony; <2;;;;;1,5;;20;35;;;7;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;3;;;colony; <2;;;;;1,5;;50;88;;;18;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;4;;;colony; <2;;;;;1,5;;100;177;;;37;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;5;;;colony; <2;;;;;1,5;;200;353;;;74;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;6;;;cell; 2-3;;;;;2,5;;1;8;;;1,6;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;7;;;colony; 2-3;;;;;2,5;;20;164;;;31;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;8;;;colony; 2-3;;;;;2,5;;50;409;;;78;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;9;;;colony; 2-3;;;;;2,5;;100;818;;;155;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;10;;;colony; 2-3;;;;;2,5;;200;1635;;;311;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;rotational ellipsoid;π/6*d^2*l;11;;;cell; <2;2;;;;1;;1;1;;;0,2;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;rotational ellipsoid;π/6*d^2*l;12;;;colony; <2;2;;;;1;;20;21;;;5;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;rotational ellipsoid;π/6*d^2*l;13;;;colony; <2;2;;;;1;;50;52;;;11;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;rotational ellipsoid;π/6*d^2*l;14;;;colony; <2;2;;;;1;;100;105;;;23;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;rotational ellipsoid;π/6*d^2*l;15;;;colony; <2;2;;;;1;;200;209;;;45;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;16;;;cell;0.8-1.5;;;;;1,2;;1;0,9;;;0,2;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;17;;;colony;0.8-1.5;;;;;1,2;;20;18;;;4;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;18;;;colony;0.8-1.5;;;;;1,2;;50;45;;;10;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;19;;;colony;0.8-1.5;;;;;1,2;;100;90;;;20;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcales;Chroococcales;;;;146543;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146543;AU;sphere;π/6*d^3;20;;;colony;0.8-1.5;;;;;1,2;;200;181;;;39;based on individual cell;;;Order
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus aphanocapsoides;;;Skuja 1964;162696;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162696;AU;sphere;π/6*d^3;1;;;cell;2;;;;;2;;1;4;;;0,8;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus aphanocapsoides;;;Skuja 1964;162696;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162696;AU;sphere;π/6*d^3;2;;;cell;3;;;;;3;;1;14;;;3;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus cumulatus;;;Bachmann 1921;162699;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162699;AU;sphere;π/6*d^3;1;;;cell; 5-7;;;;;6;;1;113;;;18;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus dispersus;;;(von Keissler) Lemmermann 1904;146569;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146569;AU;sphere;π/6*d^3;1;;;cell;3;;;;;3;;1;14;;;3;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus dispersus;;;(von Keissler) Lemmermann 1904;146569;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146569;AU;sphere;π/6*d^3;2;;;cell;4;;;;;4;;1;33;;;6;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus distans;;;(G.M. Smith) Komárková-Legnerová & Cronberg 1994;162704;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162704;AU;sphere;π/6*d^3;1;;;cell; 5.5-7.5;;;;;6,5;;1;144;;;23;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus microscopicus;;;Komárková-Legnerová & Cronberg 1994;162713;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162713;AU;sphere;π/6*d^3;1;;;cell; 0.7-1;;;;;0,9;;1;0,3;;;0,1;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus microscopicus;;;Komárková-Legnerová & Cronberg 1994;162713;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162713;AU;sphere;π/6*d^3;2;;;colony; 0.7-1;;;;;0,9;;20;6;;;1,5;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus microscopicus;;;Komárková-Legnerová & Cronberg 1994;162713;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162713;AU;sphere;π/6*d^3;3;;;colony; 0.7-1;;;;;0,9;;50;16;;;4;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus microscopicus;;;Komárková-Legnerová & Cronberg 1994;162713;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162713;AU;sphere;π/6*d^3;4;;;colony; 0.7-1;;;;;0,9;;100;32;;;7;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus microscopicus;;;Komárková-Legnerová & Cronberg 1994;162713;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162713;AU;sphere;π/6*d^3;5;;;colony; 0.7-1;;;;;0,9;;200;64;;;15;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus minimus;;;(von Keissler) Lemmermann 1904;162714;http://www.marinespecies.org/aphia.php?p=taxdetails&id=162714;AU;sphere;π/6*d^3;1;;;cell; 1.7-3;;;;;2,5;;1;8;;;1,6;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus minor;;;(Kützing) Nägeli 1849;146614;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146614;AU;sphere;π/6*d^3;1;;;cell; 3-4;;;;;3,5;;1;22;;;4;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus minutus;;;(Kützing) Nägeli 1849;146567;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146567;AU;sphere;π/6*d^3;1;;;cell;  4-10;;;;;6;;1;113;;;18;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus turgidus;;;(Kützing) Nägeli 1849;146566;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146566;AU;sphere;π/6*d^3;1;;;cell; 6-10;;;;;8,7;;1;345;;;52;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus turgidus;;;(Kützing) Nägeli 1849;146566;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146566;AU;sphere;π/6*d^3;2;;;cell; 10-20;;;;;15;;1;1766;;;242;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus turgidus;;;(Kützing) Nägeli 1849;146566;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146566;AU;sphere;π/6*d^3;3;;;cell; 20-30;;;;;25;;1;8177;;;1019;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus;;;;146565;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146565;AU;sphere;π/6*d^3;1;;;cell; <2;;;;;1;;1;0,5;;;0,1;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus;;;;146565;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146565;AU;sphere;π/6*d^3;2;;;cell; 2-4;;;;;3;;1;14;;;3;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus;;;;146565;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146565;AU;sphere;π/6*d^3;3;;;cell; 4-6;;;;;5;;1;65;;;11;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus;;;;146565;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146565;AU;sphere;π/6*d^3;4;;;cell; 6-8;;;;;7;;1;180;;;28;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus;;;;146565;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146565;AU;sphere;π/6*d^3;5;;;cell; 8-10;;;;;9;;1;382;;;57;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus;;;;146565;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146565;AU;sphere;π/6*d^3;6;;;cell; 10-20;;;;;15;;1;1766;;;242;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Chroococcus;Chroococcus;;;;146565;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146565;AU;sphere;π/6*d^3;7;;;cell; 20-30;;;;;25;;1;8177;;;1019;based on individual cell;;;Genus
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Coelomoron;Coelomoron pusillum;;;(van Goor) Komárek 1988;160569;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160569;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 2x3;3;;;;2;;1;6;;;1,2;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Coelomoron;Coelomoron pusillum;;;(van Goor) Komárek 1988;160569;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160569;AU;rotational ellipsoid;π/6*d^2*l;2;;;colony; 2x3;3;;;;2;;10;63;;;12;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Coelomoron;Coelomoron pusillum;;;(van Goor) Komárek 1988;160569;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160569;AU;rotational ellipsoid;π/6*d^2*l;3;;;colony; 2x3;3;;;;2;;20;126;;;24;based on individual cell;;;Species
CYANOPHYTA (CYANOBACTERIA);Nostocophyceae (Cyanophyceae);CHROOCOCCALES;Coelomoron;Coelomoron;;;;160568;http://www.marinespecies.org/aphia.php?p=taxdetails&id=160568;AU;rotational ellipsoid;π/6*d^2*l;1;;;cell; 2x3;3;;;;2;;1;6;;;1,2;based on individual cell;;;Genus
